"Data Source","World Development Indicators",

"Last Updated Date","2023-03-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Armenia","ARM","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.406099208647","28.0580075662043","22.8787205686362","23.1294678316124","26.6525273948392","52.3826649883115","35.2590923720631","49.9751202521148","49.5073493781295","42.6622354381669","45.1829472977509","48.5639686684073","28.6102554810654","27.6495182694056","30.3648424543947","28.9377869241729","24.8443023060091","25.2458460495083","26.1698440207972","20.3491447716452","22.1537513480203","32.1668909825034","42.297162767546","41.1543450064851","42.4387096774194","35.9148608795999","","","","","","",
"American Samoa","ASM","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","0","0","0.0122204570450935","0.0182575038340758","0.0230066390586998","0.0209198768715818","0.022237046920169","0.0205534003031627","0.0167616493462957","0.019733812791896","0.866730118871631","3.26892261287586","3.48128024755771","4.27100961015975","5.21816588365444","4.00114163008467","4.65362865221489","5.00200031520118","6.38855864046437","6.87642730271505","7.32511497994414","9.30259862241703","9.74112418951663","9.47335500440687","10.5745085378103","9.61139896373057","10.9943050393223","10.6361624962934","10.6425441450822","10.2854190179628","9.30668170357839","6.8814841314458","7.31055892814499","7.53203950109045","7.29740561946294","8.62995862388241","7.02016640812297","6.25742747769703","6.63217430096555","7.85799525603186","7.74072732817444","7.70115711323657","13.9547361662078","13.3172549481835","13.548307940389","10.4240476117488","9.76508956846434","13.1077171278176","14.3804536085867","16.1518773050646","17.6468725633384","19.2972229989721","19.3430715070806","20.4526061509248","21.9097412431927","20.7954779685741","","","","","","",
"Austria","AUT","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","8.29555757026292","7.92403810466411","7.92400370713624","8.0779788247157","7.35323683152392","6.12300933552993","7.28099630212097","6.44893899204244","6.81647940074906","10.1877916168588","12.4187432286024","16.2506205233671","15.104580812446","14.3194462414284","13.7105223768897","13.0106203303467","15.8982603203766","15.0235747963995","14.3615468322849","11.9536283802274","9.19230769230769","7.95341570799602","9.80939978690659","8.15067187648909","11.2425893478626","11.3506469754469","11.5833276485436","11.3991305747867","11.8652516147791","13.2987488556607","15.6625283998702","14.8801339152269","13.292216504135","13.2175741176929","16.585749649786","16.1513646743267","17.5551573524471","15.2033761336087","15.8594169200501","15.5050403898792","13.1125363262852","14.3219742250315","15.3279741705927","19.2161385269463","17.6809582230258","20.2040721385706","17.1290498667437","15.7128123760413","17.3270932448976","18.6124012304723","21.1249153590249","19.9736639260021","14.1333139281036","10.3020914020139","8.77207218904181","12.6013956575944","","","","","","",
"Azerbaijan","AZE","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.422598479613","54.5586353944563","33.1579213682133","26.948716602803","18.3199590233908","18.5813189392161","18.5813776555276","18.5317177476835","19.7410823424825","19.5587588028169","19.8459810685063","59.388508170796","58.2268327896904","52.7060039462558","59.0599705665931","61.17086393844","64.8453734262315","70.9067606536367","81.735434089544","85.122959508162","81.4537680384821","85.1483197004041","89.8903775883069","92.9648026034084","93.8612099644128","86.0823071937783","","","","","","",
"Burundi","BDI","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belgium","BEL","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","0.277191129883844","0.318173310874041","0.210886292390995","0.122262385711248","0.121648581577539","0.135305370223487","0.158954433062522","1.42670212316914","0.801209372637944","4.94085376307218","13.2850637224388","18.575683725968","20.7663248785753","23.7030653699372","25.7196199839297","21.9682493017786","19.5615729049509","16.0404531780068","13.2597559287169","14.014064155669","11.2410766419921","9.80000399592416","4.72007683380687","7.12178758025025","5.20208604954368","4.23576672176896","1.68862046823207","3.3596996486274","3.94942749570041","8.03564753203642","7.68935298469243","8.73205405557272","9.33762778322364","9.72198435805218","11.5992206445102","13.8486860003265","14.6530384093268","14.8174310630483","18.319829424307","23.0681572823453","19.302187911517","20.0717392963443","22.0758843079356","25.8601500700087","25.4608609059547","26.6588106266553","27.2940674349125","29.0032903756512","29.4868573753036","32.6370175712091","33.4850212611768","28.5775271305637","28.8479680474388","25.4661408889538","27.0174260859836","32.8061195145799","","","","","","",
"Benin","BEN","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",
"Burkina Faso","BFA","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","39.9029126213592","39.9029126213592","34.6866096866097","48.3537766300839","40.5654578979717","39.287733182589","46.535677352637","43.3528616493916","45.6286427976686","48.6187845303867","50.4507888805409","57.9051383399209","62.3070200990387","58.8502269288956","64.2446996466431","63.1666666666667","75.6935743690711","77.5875248432961","78.8756148981026","84.2602172788412","88.1015719467956","86.5977063188667","86.6065609385184","84.6381847914963","88.0251712011845","87.1012724420429","84.5083487940631","84.5831392640894","84.9688581314879","88.7832096886691","87.5517479300828","89.2472542191267","89.4581980519481","91.1031884292833","90.7815631262525","90.9755849784972","89.895178197065","89.8123794494126","91.6157839524437","92.696739396911","86.660023101488","84.1357439973642","83.1494728915663","82.0109230906975","80.7035976343394","","","","","","",
"Bulgaria","BGR","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7.82330899308224","5.60019129603061","6.44077933429945","19.3243153195176","18.6789388197076","7.56507913908071","7.06034946894425","7.76748104465038","8.0006316288128","6.70285579419401","7.68144727081289","6.98333177263789","4.72067760024401","4.85259021767953","5.28683026907599","4.70402991684299","4.38278127440621","3.64960041736821","4.16272916272916","3.60643074397721","3.93204766669699","4.74484638037888","5.44052914735543","5.29337879059752","4.62707345272646","4.27450724732164","4.15209003858225","5.05807338070804","5.43082031159302","4.56453640761182","3.82421730745558","","","","","","",
"Bahrain","BHR","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","97.5572664195419","98.8355502370323","99.978093235191","100","100","100","100","99.972989658898","99.974314754339","99.9684033141413","","","","","","",
"Bahamas, The","BHS","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.41485830993107","0.315346881569727","0.320680628272251","0.369265729299815","0.217752564322961","0.185643564356436","0.191950860579692","","","","","","",
"Belarus","BLR","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.1353033446339","51.8781463792436","68.9799175422264","71.9500134855704","72.006879638182","71.831607673168","80.3818273769386","86.5180181908892","86.638004427039","87.8488459797858","93.3297574805563","94.0709412281052","94.753553069247","95.8012543658692","95.024030759372","96.8314976906431","94.973436861463","99.0386125860065","96.889979456745","81.7026599947327","97.1457228829345","98.2577639751553","96.7141790317868","98.4130510680166","98.0048941989348","97.8669092189426","","","","","","",
"Belize","BLZ","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","2.88461538461538","3.44218887908208","4.35525192143467","5.89159465828751","7.57238307349666","8.98328690807799","13.5849056603774","15.1656013945381","18.1119648737651","19.6417541692403","20.1442841287458","20.2941176470588","21.6846898121799","20.9534368070953","23.4797297297297","26.9314472252448","31.9912948857454","32.3574730354391","36.7843511450382","38.9441800086543","38.1810193321617","40.4228855721393","39.6831384383252","49.8229461756374","54.4551175886055","52.9647930821495","52.3905529953917","54.7978436657682","50.7343468178305","47.7061855670103","43.9698492462312","44.8374760994264","51.5697137580794","50.0331638293168","57.4346405228758","56.4716981132075","56.5399372166027","56.9365652398143","58.813919294233","64.1139147115243","64.2105263157895","65.6702780315886","65.9888406695598","69.994288977727","66.3461538461538","","","","","","",
"Brazil","BRA","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.146305779078274","0.1591453086267","0.16133569407443","0.15398291900816","0.18420172203614","0.20319229610923","0.334388453642225","0.382165191472229","0.410569762671407","0.792612244410187","1.16591671204609","3.02001777734484","3.58896175843504","3.59829719025413","4.9719578890859","4.66760786337595","4.35401598237217","3.48109725551335","6.21465144352761","2.86020153565276","7.07229347836625","4.71926086539528","8.46144937606763","12.0823819462927","13.7263798757642","13.6662471718485","","","","","","",
"Barbados","BRB","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","98.4","98.4","100","98.4","98.4","98.4","98.4","98.4","98.4","98.8338192419825","99.154334038055","99.294532627866","99.4134897360704","99.4666666666667","99.4778067885117","99.0990990990991","99.3282149712092","99.3613138686131","99.0282685512367","99.061433447099","99.0543735224586","99.1471215351812","99.0956072351421","99.158147925436","99.2370295015259","99.2463495054169","99.2106356460324","99.1214057507987","99.0961380443714","99.0955564294141","99.0694067468011","99.0744168826361","99.2165465371357","99.1115196078431","99.1115196078431","99.0600363856883","99.0279823269514","99.0359333917616","98.9756367663344","98.9978902953586","98.9530201342282","99.0076335877863","99.0458882326215","99.0013315579228","98.9523809523809","","","","","","",
"Bhutan","BTN","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Botswana","BWA","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",
"Central African Republic","CAF","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","3.50447544970077","3.72696127325556","3.68144945025476","3.54603661720639","3.17090909090909","4.06581387607589","4.07361019828623","3.93487992525266","4.25089887702697","3.04107990830195","3.04087594028027","3.14470795598491","3.73587619399741","5.99783028054547","4.61174893744599","5.59657860545691","4.46247736570317","3.8444100786893","2.9281991910343","3.04753418172705","2.46250783598283","2.22045792142601","2.33148917384581","2.15629061128411","1.40042561955104","1.48352175163649","1.46986624772134","1.24111331431059","1.86462859650718","2.97014835725869","2.00273420725623","1.69570527533085","2.52210833033815","2.87511956956835","2.77807271542796","3.78389478665369","3.20563280965006","3.62674337517434","4.60981858776567","4.7348193697156","5.52711708795963","6.10074943199159","5.62830403986972","5.60604672779887","5.7276220482942","6.40168631672586","7.31073102400964","6.73166712004721","6.83008739194703","7.38954637534959","8.61281497575581","9.69383425372689","10.2203562077182","9.80285458740765","9.60351249071878","10.0159525300414","","","","","","",
"Central Europe and the Baltics","CEB","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","11.55351989339","10.6500456424436","10.3304635472941","9.63068865197821","10.0417302742745","10.2993809434693","8.86726366839359","8.14785907232559","7.96542842685032","9.93425678322713","12.2928628984326","12.5135156412154","11.5600059162915","10.8857681535712","9.42005657564654","9.34253557008297","8.44953836738917","8.84051558820132","8.93057897063448","10.072212976052","9.80265908118991","8.17028915817144","7.59496596892256","7.55206458579729","7.22136741439856","7.7094289496054","5.92689783543138","6.31529066624757","6.63967729677589","6.7756330452079","6.93649141072358","7.78535881651114","8.06591157624759","8.30006112548933","8.53715388102251","9.00782987153952","9.38939971404972","8.89123895073016","7.66694746684426","8.25779326443852","8.51630771167504","8.41428258413208","7.40056521167414","6.19820021673234","7.10130835653038","","","","","","",
"Switzerland","CHE","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.527810650887574","0.881997140657649","0.610275038920602","0.408997955010225","0.451359792793479","0.4674777277517","0.452023004742206","0.383528098384861","0.396172688845263","0.454120248320435","0.440698414826234","0.49117192878007","0.600087285423334","0.722523029322832","0.840307312388531","0.906999671376931","0.959951085295017","1.15987662254209","1.55197240937939","1.37437088656601","1.30810220852594","1.2668734437115","1.29604984574436","1.19057671198176","1.35797754525319","1.41437308868502","1.47811790495577","1.50547682084826","1.26335779580276","1.11530877948193","1.08896712214333","1.06639869212425","1.55634954278447","1.53924437094517","1.34869386557088","1.11903376018626","0.743202761690109","1.00155831580858","","","","","","",
"Channel Islands","CHI","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","1.11450023463163","1.01858070293262","1.11795573807894","1.0863719479402","1.0879523591388","0.980920556214293","1.06382978723404","1.1003861003861","1.11370576612179","1.30201684962982","1.52780096844214","1.64265857973212","1.48922686945501","1.54849225753871","1.53846153846154","1.61421595225176","1.54121634584639","1.5193615134496","1.36993992476559","1.0232963204877","0.981914733730775","0.863032687922014","1.19985001874766","1.18684970526566","1.0775323794912","0.998926235642469","3.01528666246208","14.3879016587344","19.8567335243553","26.0716602624882","31.3677082598575","29.5917199056582","35.3968694612313","32.4910170285893","25.9126590961055","20.6760665220535","7.9133124818404","3.66474608066461","6.47211883666546","17.6887182711719","20.877147596366","18.4212412725266","15.2672278108534","14.2693457787217","15.06493161951","","","","","","",
"China","CHN","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0.228852742573928","0.182688265916513","0.2130126953125","0.182107898930116","0.24086488778187","0.236674864252843","0.376615576268547","0.550405212460032","0.376552154215807","0.634223081000667","0.446023294294894","0.358457849105331","0.327157522302277","0.372614948252562","0.339780984546106","0.297545227072945","0.261793675479523","0.711073626977308","0.521798715203426","0.388168013116901","0.42581973803198","0.333164747739456","0.253541970445494","0.269788643756002","0.338551995868395","0.485589486119787","0.831101964651212","1.03318615755426","0.996947091083977","1.53935561219587","1.85988100649861","2.0390613027675","1.98157092497651","1.96121927679729","2.02100518113681","2.48703063811759","","","","","","",
"Cote d'Ivoire","CIV","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4.47913131998643","36.34131368938","43.8600843463161","54.027846842367","58.6257006435541","62.9791666666667","62.8863868986694","67.0948243294295","63.8686848830352","66.1887477313975","72.6456609751804","71.0344827586207","65.7254484105843","65.0862068965517","62.2721853176631","70.2933780385582","69.3228398098049","67.4600912200684","75.4509803921569","69.9372435433261","78.0507404431179","","","","","","",
"Cameroon","CMR","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9.19320999427809","8.80126738250308","7.14162199550406","7.06899474487201","6.1982773180206","6.17989417989418","6.18874773139746","6.19310793237971","5.99289730689553","","","","","","",
"Congo, Dem. Rep.","COD","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.530292986875249","1.01497081958894","1.05974301231951","1.01858925388337","1.01201771030993","1.01278642866186","0","0","0.0791855203619909","0.0447327219861329","","","","","","",
"Congo, Rep.","COG","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","7.95454545454545","7.84313725490196","8.33333333333333","9.09090909090909","7.61904761904762","7.01754385964912","4.80769230769231","1.51515151515152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14.2857142857143","16.8765743073048","18.013856812933","17.8807947019868","17.6904176904177","18.6550976138829","34.5083487940631","43.75","38.1283836040217","41.9411764705882","43.1831480397894","45.2873563218391","46.6551326412918","","","","","","",
"Colombia","COL","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","9.21784981935358","9.7463664861784","8.69527823170207","7.66316115063409","17.4387131699018","18.2182985553772","18.0966113914924","18.3032886022001","18.9529071297027","19.2800547784408","19.699667902007","21.0260571634659","24.3658589827549","20.7559104926069","17.9707011592798","15.6472986748216","15.058577007334","14.4129407488186","12.1103803259937","12.3745083477735","12.9386320627197","14.9981787275376","14.1212168365362","11.9466782583496","12.9974716733777","12.0866196208662","20.8608900347495","23.8857830144553","15.2982111998505","19.1373913043478","19.9921734726762","18.1630478220328","14.6666380180916","14.1052716265412","14.6989292170769","13.7208220961592","11.8951904968854","10.3060531302513","19.1464417575111","20.1433764135703","12.5268420621261","14.4277968494337","16.5553283998963","15.2686454336695","19.3430604054074","","","","","","",
"Comoros","COM","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",
"Caribbean small states","CSS","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","0","0","0","1.76108988204021","3.62780813600486","4.94788047255038","2.23231667748215","2.51060820367751","0.255264837268666","0.470517569326259","0.425531914893617","0.24385838150289","0.337603878116343","0.528842242291107","0.319698335929175","0.440194292653309","0.205988376370191","0.199422362811168","0.164052759367413","0.159744408945687","0.105684305880577","0.0433350667360028","0.127249590983458","0.342666109486001","0.0642106108034353","0.0755515261408281","0.0918987699703096","0.650268589199887","6.43803477780845","8.69478445981905","8.22275965749395","7.79030511497548","10.1897533206831","11.9675067161315","12.6254725589884","13.5588074564333","14.1454834316841","14.3503591832117","13.4261869854517","13.0424785882623","11.5653153153153","11.3522899934882","10.3814002089864","14.4273468966229","14.5406151419558","","","","","","",
"Curacao","CUW","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Electricity production from natural gas sources (% of total)","EG.ELC.NGAS.ZS","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","",
